protocol,heldout_group,model_id,param_id,n_train_rows,n_train_unique_smiles,n_train_scaffolds,n_test_rows,n_test_unique_smiles,n_test_scaffolds,spearman,pearson,rmse,mae,r2,calibration_intercept,calibration_slope,rdkit_kept,rdkit_total,rdkit_train_missing,rdkit_eval_missing,context_dim,chemistry_dim,full_dim,permutation_n_strata,permutation_n_singleton_strata,permutation_singleton_row_fraction,permutation_changed_label_fraction,permutation_label_pearson
target_ood,IKZF2,context_ridge,alpha_0.1,1369,1072,635,76,65,32,0.2618967883444053,0.1537514328956604,0.9547376591418508,0.7908810377120972,-0.9652667045593262,5.449091356255589,0.3480177729408432,196,217,0,0,315,2244,2559,,,,,
target_ood,IKZF2,context_extra_trees,leaf_1_maxfeat_sqrt,1369,1072,635,76,65,32,-0.0802808499996343,-0.120354875922203,0.9339553579611648,0.7159345746040344,-0.8806397914886475,10.518502813923028,-0.3362195748787227,196,217,0,0,315,2244,2559,,,,,
target_ood,IKZF2,morgan_knn,k_5_power_1,1369,1072,635,76,65,32,-0.0319830444807985,0.0094274934381246,0.9963706435765276,0.8133329749107361,-1.1404016017913818,7.886185135849629,0.0169955033391698,196,217,0,0,315,2244,2559,,,,,
target_ood,IKZF2,chemistry_extra_trees,leaf_1_maxfeat_sqrt,1369,1072,635,76,65,32,-0.0509065551334854,0.1104883700609207,0.9285011415551584,0.7430939078330994,-0.8587384223937988,4.89933791227817,0.4214698224310521,196,217,0,0,315,2244,2559,,,,,
target_ood,IKZF2,full_context_extra_trees,leaf_1_maxfeat_sqrt,1369,1072,635,76,65,32,-0.1566300489692439,-0.0112115480005741,0.9575753981084684,0.7726374268531799,-0.9769666194915771,8.355590983081482,-0.0467176270774828,196,217,0,0,315,2244,2559,,,,,
target_ood,IKZF2,full_context_label_shuffle,shuffle::leaf_1_maxfeat_sqrt,1369,1072,635,76,65,32,-0.0947218033570986,-0.0053771431557834,0.9005584229448426,0.7224100232124329,-0.7485464811325073,8.23659979961772,-0.0302426847438035,196,217,0,0,315,2244,2559,83.0,29.0,0.0211833455076698,0.9130752373995618,0.303982935448978
target_ood,IKZF1,global_mean,global,1392,1077,643,65,60,34,,,0.8003422720188976,0.6507685780525208,-0.0045878887176513,,,196,217,0,0,324,2244,2568,,,,,
target_ood,IKZF1,hierarchical_context_mean,smoothing_2,1392,1077,643,65,60,34,,,0.8003422720188976,0.6507685780525208,-0.0045878887176513,,,196,217,0,0,324,2244,2568,,,,,
target_ood,IKZF1,context_ridge,alpha_0.1,1392,1077,643,65,60,34,0.2315853739548106,0.0557140298187732,0.800436811105946,0.6574673652648926,-0.0048252344131469,4.432638283307497,0.3872219272208872,196,217,0,0,324,2244,2568,,,,,
target_ood,IKZF1,context_extra_trees,leaf_1_maxfeat_sqrt,1392,1077,643,65,60,34,-0.3049181461700247,0.0262136682868003,0.9038730229474956,0.7223792672157288,-0.2813012599945068,5.754833933544841,0.1940094580085238,196,217,0,0,324,2244,2568,,,,,
target_ood,IKZF1,morgan_knn,k_5_power_1,1392,1077,643,65,60,34,-0.0136285643125321,-0.0006463266909122,1.099240934125046,0.9013208746910096,-0.8950566053390503,7.245001293522951,-0.0006870602790456,196,217,0,0,324,2244,2568,,,,,
target_ood,IKZF1,chemistry_extra_trees,leaf_1_maxfeat_sqrt,1392,1077,643,65,60,34,0.1907889712942054,0.165272831916809,0.9571624043182833,0.775946855545044,-0.4368375539779663,5.827308751054288,0.1952333004918437,196,217,0,0,324,2244,2568,,,,,
target_ood,IKZF1,full_context_extra_trees,leaf_1_maxfeat_sqrt,1392,1077,643,65,60,34,0.1629218413893152,0.1507755666971206,0.928723452510806,0.7536479234695435,-0.3527240753173828,5.792187268260699,0.198472105177127,196,217,0,0,324,2244,2568,,,,,
target_ood,IKZF1,full_context_label_shuffle,shuffle::leaf_1_maxfeat_sqrt,1392,1077,643,65,60,34,-0.0690243057562996,-0.2209056615829467,0.9813522978020052,0.7759417295455933,-0.5103802680969238,12.101493659554537,-0.6372616894505541,196,217,0,0,324,2244,2568,87.0,32.0,0.0229885057471264,0.923132183908046,0.3049328013355332
